Number,Topic,Comment,Document Detail (URL),Highlighting
80,10,"Section 202(c)(9) of the Federal Land Policy Management Act requires the Secretary of the Interior: ""to coordinate . . .with the land use planning and management programs of. . . the States and local governments"" and ""shall, to the extent he finds practical, keep apprised of State, local, and tribal land use plans; assure that consideration is given to those State, local, and tribal plans that are germane in the development of land use plans for public lands; assist in resolving, to the extent practical, inconsistencies between federal and non-federal Government plans, and shall provide for meaningful public involvement of State and local government officials, both elected and appointed, in the development of land use programs, land use regulations, and land use decisions for public lands, including early public notice of proposed decisions which may have a significant impact on non-federal lands.""
Regulation with back up reports using words such as 'if', 'might', 'could', 'probably', 'perhaps', 'expected', 'projected' or 'modeled' - and many involve such deep dreaming, or ignorance of scientific facts and principles, that they are akin to nonsense and a manufactured consensus and engineered science.
DNA, should be preferred to support ESA determinations over unpublished reports or professional opinions. ESA-related data should be required to meet Data Quality Act guidelines. In addition, federal agencies should be required to justify why data relied upon for ESA decision is the ""best available"" and why such data is deemed ""accurate"" and ""reliable.""
The ESA includes a specific section that was intended to ensure a prominent role for states in species conservation and recovery. Section 6(a) of the ESA contemplates conservation of species that involves a strong federal-state partnership, and provides that ""in carrying out the program authorized by the Act, the Secretary shall cooperate to the maximum extent practicable with the States.""However, the bipartisan Western Governors' Association, representing 22 states and American Samoa, has raised concerns that states' role of species management under ESA and its current implementation ""is largely optional and has been provided by the federal government inconsistently . FWS' handling of settlements and responses to listing petitions has not been conducive to state participation. Once a federal listing occurs, states and local entities note that the federal government takes over all coordination of the species and related activities.",https://www.regulations.gov/document?D=FWS-HQ-ES-2015-0165-0274,"the <span style=""background-color: #9999ff"">dog</span> <span style=""background-color: yellow"">fox</span> <span style=""background-color: yellow"">quick</span> <span style=""background-color: yellow"">fox</span> <span style=""background-color: #9999ff"">brown</span> <span style=""background-color: #9999ff"">dog</span> <span style=""background-color: #9999ff"">jumped</span> <span style=""background-color: yellow"">lazy</span><i></i>"
81,1,"2018 Promote America oil and gas and LNG exports, and coal and mining, and Timber sales, and farming and not choose radical environmentalists over the American people. Those most hurt by Obama agencies rules and regulations were the millions of Poor and Middle class Americans who need these jobs the most. National environmental groups, that only a few years prior to Obama EPA , praised natural gas as the bridge fuel to a clean environment, but last 8 years changed to oppose . Special interest groups have largely chosen their sides between the political parties and refuse to work within reasonable bounds. Instead, they seemed to happily, if not blindly, balance on the edge of a partisan cliff while U.S. competitiveness tumbles down it. The issue of providing energy to the nation while maintaining a clean environment has become overly politicized where spin and rhetoric are preferred over facts and science. Congress should consider steering the U.S. out of the natural gas crisis and back toward a competitive and vibrant economy. It is critical that Congress act to keep American resource production from snowballing into economy-wide destruction and repeal the burdens of regulations.
Power generators expanded their demand for natural gas by 36% over the period 1997-2000. The Energy Information Administration found that between 2000 and 2003, 93 percent (187 gigawatts) of new generation capacity was gas-fired. In a June 2005 report the State of California consumed approximately 6 to 10 billion feet of natural gas per day. If California were a country, it would have ranked as the tenth largest user of natural gas worldwide. Natural gas is regarded as the cleanest burning fossil fuel and therefore should be preferred over other sources, so why is it not championed by environmental groups? Instead , they had significant and detrimental impacts on the U.S. gas and oil economy as a whole, and consumers and workers specifically. In 2018 time to say No to so call Environmentalist activist and bad science that benefit the elite. 
In an industrialized and globally competitive world, energy use represents a very real and fixed cost of doing business and more fundamentally, of life. Consumers and businesses have moderated and may continue to moderate their energy use marginally, but in the end, they require energy for survival. More simply, energy is not a luxury; it is a necessity.
The Congressional Joint Economic Committee found that, ""environmental laws passed in the 1980s and 1990s, and their subsequent regulations, encouraged utilities to use clean burning natural gas. during this time 90 percent of new power plants were gas-fired in large part as a result of government environmental policies. Some states' percentage of natural gas-dependent electricity was closer to 100 percent, and many of those states were starving for more natural gas. For example all of California's power plants from 1998-2005 had been natural gas-fired facilities. The U.S. have abundant natural gas resources with trillions of cubic feet, and finding more by the month. America is not running out of natural gas, and it is not running out of places to look for natural gas. America is running out of places where companies were allowed to look for gas. California's Energy Commission in 2005 report concluded that natural gas has allowed power plant developers ""to meet local air quality regulations that implement the federal Clean Air Act."" then the Environmental activist turned against this clean energy, makes no since.
Natural gas has been regarded as the ideal fossil fuel for multiple uses- from electricity generation to manufacturing, in part because of its efficiency, in part because of its relative cleanliness, and in part because of its relatively low delivered cost. For many years, natural gas was a wise and easy choice; America is blessed with an abundant supply and gas burns cleaner and is considered by some to be more environmentally preferable to other fuels. That abundant supply translated to low prices, and those low prices helped fuel a strong and vibrant economy. Most people probably do not realize the importance that natural gas plays in their daily lives. Natural gas is a principal feedstock to several industries including chemical and petrochemical manufacturing, the pulp and paper, steel, and fertilizer industries. The most dramatic finding was that U.S. federal laws and policies in Obama administration with regulatory burden had contributed in large measure to the nation's natural gas crisis. Federal environmental policies have prevented a sufficient and corresponding increase in supply of natural gas. These conflicting federal policies have created an artificial barrier for the market.
After quite literally placing middle income taxpayers on the brink of going out of business the government current is acknowledging the unfortunate fact -we are indeed experiencing an energy regulation crisis from the past administration.",https://www.regulations.gov/document?D=FWS-HQ-ES-2015-0165-0263,"the <span style=""background-color: #9999ff"">dog</span> <span style=""background-color: #9999ff"">brown</span> <span style=""background-color: yellow"">quick</span> <span style=""background-color: yellow"">lazy</span> <span style=""background-color: #9999ff"">jumped</span> <span style=""background-color: yellow"">fox</span> <span style=""background-color: #9999ff"">jumped</span> over the <span style=""background-color: yellow"">lazy</span> <span style=""background-color: #9999ff"">dog</span><i></i>"
82,2,"Concerned : Wind turbines causing ozone heating...The article said researchers have found that the climate around a large wind farm in Texas was affected by the presence of the turbines. found a ""significant warming trend"". This could have long term effects on wildlife living in the immediate areas of larger wind farms. It could also affect regional weather patterns as warmer areas affect the formation of cloud and even wind speeds Satellite data over a large area in Texas, that is now covered by four of the world's largest wind farms, found that over a decade the local temperature went up by almost 1C as more turbines are built.. Taking the ground temperatures measured by satellites, they detected a warming of 0.5C at night in the region directly under the farm. New report was also first attempted by David Keith and colleagues back in 2004 but was ignored by leaders. 

When they compared the climate in their model with and without extremely large wind farms (large enough to generate about twice the world's total present electrical demand), they found that in addition to climate effects in the immediate vicinity of the wind farms, there were changes in climate all around the world. Vautard's study agrees with this earlier work, in finding that the climate impacts of wind farms extend beyond the farms themselves and are caused by changes in the flow of the atmosphere that bring warming and cooling to different regions around the wind farms.",https://www.regulations.gov/document?D=FWS-HQ-ES-2015-0165-0196,"<span style=""background-color: #9999ff"">brown</span> <span style=""background-color: yellow"">lazy</span> <span style=""background-color: #9999ff"">dog</span> <span style=""background-color: #9999ff"">brown</span> <span style=""background-color: yellow"">lazy</span> <span style=""background-color: #9999ff"">dog</span> <span style=""background-color: #9999ff"">brown</span> <span style=""background-color: #9999ff"">brown</span> <span style=""background-color: #9999ff"">brown</span> <span style=""background-color: yellow"">fox</span><i></i>"
83,3,"Ivanpah solar is bad for Farmers , bad for Birds, Insect eating Birds help with reduced pesticide on crops. Why did in 2013 received $1.6 billion in loan guarantees from Department of Energy , plus a $660 million tax refund under the 30% Investment Tax Credit. In report; Ivanpah also benefits from the tradeable renewable energy credits it generates under California's Renewable Portfolio Standard. Critics of government incentives for renewable energy should oppose the policies that enabled those incentives and credits. The U.S. Fish and Wildlife Service previously called Ivanpah the world's largest concentrated solar project a ""mega-trap"" for birds and insects. 2015 More than 3,500 birds died during the 377-megawatt Ivanpah solar project's first year of operation, a report estimates. THIS IS NOT INCIDENTIAL TAKING. WHY HAS THIS PROJECT NOT FINDED? Mojave Desert in California the 2.2 billion plant world's largest concentrated solar facility came online in late 2013 . The facility has 350,000 heliostat mirrors , that reflect heat toward central towers and scorch hundreds of birds in midairturning birds into ""streamers."" Fish and Wildlife Service officials warned that Ivanpah may act as a ""mega-trap,"" where insects attract small birds that are killed. Why is the Migratory Bird Treaty Act not being used ?? BrightSource Energy Inc., the company that runs the Ivanpah plant (with help from Google and NRG Energy, Inc.), Environmentalists have long been worried about the threat that such temperatures pose to animals in the desert . During successive visits researchers found 141 bird carcasses. Most had died directly from exposure to solar flux. Others had lost their ability to fly and eventually starved or became prey. describe watching a bird fly over the heliostat array, ignite, lose and regain altitude and alight on a perch on the other side. They found swallows, owls, hawks, falcons, hummingbirds, among many other species. The service also reported high numbers of insects and bat carcasses, which was itself a troubling sign: It appears that Ivanpah may act as a ""megatrap,"" attracting insects which in turn attract insect-eating birds, which are incapacitated by solar flux injury, thus attracting predators and creating an entire food chain vulnerable to injury and death. 2017 recently detailed how much natural gas it burned to generate power when the sun wasn't sufficient - the equivalent to 46,000 tons of CO2 emissions in its first year, Now using clean Natual Gas Waste of tax payer money in 2013 to build, bad for Wildlife, bad for tax payers, bad for farmers , bad loan deal for energy dept.",https://www.regulations.gov/document?D=FWS-HQ-ES-2015-0165-0177,"the <span style=""background-color: #9999ff"">dog</span> <span style=""background-color: #9999ff"">jump</span> <span style=""background-color: #9999ff"">dog</span> <span style=""background-color: yellow"">lazy</span> <span style=""background-color: #9999ff"">jumped</span> <span style=""background-color: #9999ff"">jumped</span> <span style=""background-color: #9999ff"">jumped</span> <span style=""background-color: yellow"">fox</span><i></i>"
84,4,"Over 100,000 bats are being killed by wind turbines each year. Bats have Great Value to Farmers, a single colony of 150 big brown bats (Eptesicus fuscus) in Indiana has been estimated to eat nearly 1.3 million pest insects each year, possibly contributing to the disruption of population cycles of agricultural pests . Other estimates suggest that a single little brown bat can consume 4 to 8 g of insects each night during the active season. published estimates of the value of pest suppression services provided by bats ranges from about $12 to $173/acre (with a most likely scenario of $74/acre) in a cotton-dominated agricultural landscape in south-central Texas. The value of bats to the agriculture industry is estimated nearly $23 billion per year, but may range from $3.7 billion to $53 billion a year. Brazilian free-tailed bats (Tadarida brasiliensis) form enormous summer breeding colonies, mostly in caves and under bridges, in south-central Texas and northern Mexico. Their prey includes several species of adult insects whose larvae are known to be important agricultural pests, including the corn earworm or cotton bollworm (Helicoverpa zea). We estimate the bats' value as pest control for cotton production in an eight-county region in south-central Texas. Our calculations show an annual value of $741 000 per year, with a range of $121 000-$1 725 000, compared to a $4.6-$6.4 million per year annual cotton harvest. Bats feed on some of the most damaging crop pests - including the moths of cutworms and armyworms - which helps to protect food crops naturally. Farmers appreciate the pest control provided by bats and many look forward to having bats return to their farms each year,",https://www.regulations.gov/document?D=FWS-HQ-ES-2015-0165-0173,"the <span style=""background-color: #9999ff"">dog</span> <span style=""background-color: yellow"">fox</span> <span style=""background-color: yellow"">quick</span> <span style=""background-color: yellow"">fox</span> <span style=""background-color: #9999ff"">brown</span> <span style=""background-color: #9999ff"">dog</span> <span style=""background-color: #9999ff"">jumped</span> <span style=""background-color: yellow"">lazy</span><i></i>"
85,5,"I do not agree with ths proposal and I think land managers need to do the opposite. More conservation practices need to be implemented. Fewer cows should be allowed on our public land. Fossil fuel development, which is causing our climate to change for the worse, should not be allowed. Federal agencies need to have bigger budgets so they can protect what we have left. Now is not the time to backtrack on conservation and pretend we are doing more.",https://www.regulations.gov/document?D=FWS-HQ-ES-2015-0165-0204,"the <span style=""background-color: #9999ff"">dog</span> <span style=""background-color: #9999ff"">brown</span> <span style=""background-color: yellow"">quick</span> <span style=""background-color: yellow"">lazy</span> <span style=""background-color: #9999ff"">jumped</span> <span style=""background-color: yellow"">fox</span> <span style=""background-color: #9999ff"">jumped</span> over the <span style=""background-color: yellow"">lazy</span> <span style=""background-color: #9999ff"">dog</span><i></i>"
86,6,"Impact of California wildfires on the atmosphere is out of control , thousands of tons of greenhouse gas emissions and other harmful air pollutants, why does California continue to blame other sources of emissions, and why did the past administration report not include Co2 from wildfires in ozone emissions?? Wildfires produce more greenhouse gas (GHG ) pollutants than hundreds of thousand of cars or gas and oil or mining operations. Wildfires particles pollute our lakes and rivers and prevent clean waters. Agencies need to re think the emissions standards sources.A lack of active management has left our forests overly dense and stocked with dead and dying trees that feed catastrophic wildfires, Inability of the Forest Service to thin forests due to overly cumbersome and lengthy environmental activist processes, increasing frivolous lawsuits filed by certain litigious environmental activist , and a lack of sufficient agency focus on this challenge has led to millions acres with millions of dead trees and bushes. that are at high risk of deadly and catastrophic forest fires that endanger communities, hurt local economies, destroy land and water quality and release massive amounts of emissions into the atmosphere. Environmental litigation that has bogged down thinning projects for nearly two decades. Enough is enough. NEED federal review on the impact of wildfires on carbon dioxide and other greenhouse gases, as well as the threat to habitat, water quality and property destruction. We can do things about forest management that make sense so we can diminish forest fires for the future, As management decreases, forest health deteriorates and fires grow in size, density and cost. How many more thousands of acres through the West must burn before we act? Need to figure out ways to clear the dense thicket of litigation and regulation that has for years stalled projects aimed at cutting back the federal forests, many plagued with diseased and dying trees. A lack of active management has left our forests overly dense and stocked with dead and dying trees that feed catastrophic wildfires, As management decreases, forest health deteriorates and fires grow in size, density and cost. The reignited debate comes as the Forest Service, which falls under the Agriculture Department, has watched its firefighting expenses soar, jumping from 15 to 55 percent of the budget and forcing cutbacks in areas such as facility maintenance and recreation. we can affect how we manage these forests to reduce the impact of forest fire. Nearly 8 million acres have burned so far in 2017, making this a worse-than-average wildfire year despite the wet winter and spring. A rash of wildfires include, the biggest blaze in Los Angeles history in terms of acreage. ",https://www.regulations.gov/document?D=FWS-HQ-ES-2015-0165-0225,"<span style=""background-color: #9999ff"">brown</span> <span style=""background-color: yellow"">lazy</span> <span style=""background-color: #9999ff"">dog</span> <span style=""background-color: #9999ff"">brown</span> <span style=""background-color: yellow"">lazy</span> <span style=""background-color: #9999ff"">dog</span> <span style=""background-color: #9999ff"">brown</span> <span style=""background-color: #9999ff"">brown</span> <span style=""background-color: #9999ff"">brown</span> <span style=""background-color: yellow"">fox</span><i></i>"
87,7,"This comment references Sections 4.1.2.1, 4.1.2.2, and 4.1.2.3 of the Endangered Species Act Compensatory Mitigation Policy issued December 27, 2016.

These comments support the idea of 1) modifying the ""mitigation sequence"" (i.e., avoid, then minimize, then compensate) to allow compensatory mitigation to be considered earlier in the sequence when conditions warrant, and 2) including compensatory mitigation as reasonable and prudent alternatives (RPAs) in the consideration of jeopardy and adverse modification determinations. 

There are many situations where avoiding and minimizing a proposed impact is unsustainable due to factors that cannot be controlled by the applicant or the regulatory agencies. The impacted site may be a remnant of past conditions or on an irreversible trend toward adverse change. Even permanent protection of the site may not produce beneficial results because of these adverse conditions or trends.

The concept of avoiding and minimizing impacts before considering compensatory mitigation is valid in a stable landscape where the impacts are relatively infrequent. In rapidly changing landscapes from urbanization, invasive species effects, intense resource extraction, intense agriculture, or climate change, however, it would be prudent to mentally project what the future landscape will offer the resource under consideration and then consider whether the resource is likely to be sustained if the impacts are avoided and minimized. There are many situations where advance mitigation under a strict regulatory framework, such as conservation or mitigation banking, will provide a higher probability of future sustainability than would avoidance and minimization.

These comments support the current language in the sections cited above and are intended to encourage the Service to fully implement a broader view of the mitigation sequence in light of likely future landscape scenarios, especially where conservation and mitigation banks have been established which offer a higher probability of sustaining the resource.",https://www.regulations.gov/document?D=FWS-HQ-ES-2015-0165-0276,"the <span style=""background-color: #9999ff"">dog</span> <span style=""background-color: #9999ff"">jump</span> <span style=""background-color: #9999ff"">dog</span> <span style=""background-color: yellow"">lazy</span> <span style=""background-color: #9999ff"">jumped</span> <span style=""background-color: #9999ff"">jumped</span> <span style=""background-color: #9999ff"">jumped</span> <span style=""background-color: yellow"">fox</span><i></i>"
88,8,"Wind turbines often strike and kill eagles. Up to 75 of the birds have been killed annually by a single wind farm, Area in central California report shows, Research documented 85 eagle kills at 32 other facilities , Bats are being killed at the rate of 18.5 per turbine in Ontario, resulting in an estimated 42,656 bat fatalities in approx. 6 months of 2015, according to the report released by a bird conservation organization. Wind turbines are killing bats, including ones on the endangered species list, at nearly double the rate set as acceptable by the Ontario government, the latest monitoring report indicates. existing wind turbine causes the deaths birds and three to seven bats annually, putting the current totals at between 1,800 and 2,700 birds, and 2,700 and 6,300 bats provincially. 42,656 bat fatalities in approx. 6 months of 2015, according to the report released by a bird conservation organization.",https://www.regulations.gov/document?D=FWS-HQ-ES-2015-0165-0242,"the <span style=""background-color: #9999ff"">dog</span> <span style=""background-color: yellow"">fox</span> <span style=""background-color: yellow"">quick</span> <span style=""background-color: yellow"">fox</span> <span style=""background-color: #9999ff"">brown</span> <span style=""background-color: #9999ff"">dog</span> <span style=""background-color: #9999ff"">jumped</span> <span style=""background-color: yellow"">lazy</span><i></i>"
89,9,"A new study in 2017 suggests temperatures across Antarctica have been falling for the last 1,600 years. Antarctica cooling since Roman Times, climate models wrong (again). Our new reconstructions confirm a significant cooling trend from 0 to 1900CE across all Antarctic regions where records extend back into the 1st millennium, with the exception of the Wilkes Land coast and Weddell Sea coast regions. Within this long-term cooling trend from 0 to 1900CE, we find that the warmest period occurs between 300 and 1000CE, and the coldest interval occurs from 1200 to 1900CE. Environmentalism is a politics of fear. It is not a progressive politics. Environmentalism is not just some politics. It's a POLITICAL PROJECT, a full-bodied ideology.
Studies and Scientists, finds global warming over last century linked to NATURAL CAUSES: Study in Physical Geography found ""Long-term climate change is driven by solar insolation changes."" Harvard- Smithsonian Center Astrophysicist Dr. Soon; NO quantitative evidence that varying levels of minor greenhouse gases like CO2 and CH4 have accounted for even as much as half of the reconstructed glacial-interglacial temperature changes or, more importantly, for large variations in global ice volume on both land and sea over the past 650 thousand years. Gerd Burger of Berlin's Institute of Meteorology Osborn and Briffa DID NOT properly quantify the statistical uncertainties in their analyses. Burger repeated all analyses with appropriate adjustments and concluded ""As a result, 'highly significant' occurrences of positive anomalies during the 20th century disappear."" finding that spatial extent of 20th-century warming is exceptional IGNORES the effect of proxy screening on corresponding significance levels. After appropriate correction, significance of the 20th-century warming anomaly DISAPPEARS."" study by a team of scientists found that ""warming is NATURAL CAUSED and shows NO HUMAN influence."" Climate scientist Dr. David Douglass of the University of Rochester, published in the International Journal of Climatology of the Royal Meteorological Society which found evidence for human influence for warming temperatures LACKING in atmosphere. ""The observed pattern of warming, comparing surface and atmospheric temperature trends does NOT show the characteristic fingerprint associated with greenhouse warming. The inescapable conclusion is ; human contribution is not significant and that observed increases in carbon dioxide and other greenhouse gases make only a negligible contribution to climate warming,"" authored by Climatologist Dr. Patrick Michaels and Dr. Ross McKitrick, study concluded that the temperature manipulations for the steep post-1980 period are INADEQUATE, and UN IPCC graph is an EXAGGERATION. McKitrick believes that the United Nations agency promoting global temperature graph has made ""FALSE CLAIMS about the quality of its data."" McKitrick reports in peer-reviewed study, data contamination problems ""account for about half the surface warming measured over land since 1980."" report from international group Institute of Physics' found NO ""consensus"" on global warming. Excerpt: ""As world leaders gathered in New York for a high-level UN meeting on climate change, a new report by some of the world's most renowned scientists urges policymakers to keep their eyes on the 'science grapevine', arguing that their understanding of global warming is still FAR FROM COMPLETE. Greif argued that ""the POLITICS of global warming produces the possibility of left-wing FANTASIES of a state of emergency in which we wouldn't have to go through normal politics in order to get things done. You might compare the environmental movements promotion of global warming and other eco-concerns to the same ""POLITICES OF FEAR"" . climate researcher Erich Roeckner of the Max Planck Institute for Meteorology laments the lack of climate computer model reliability. No model will ever be as complex as nature.'"" According to our computer model, NEITHER the number NOR intensity of storms is increasing,' says Jochem Marotzke, director of the Hamburg-based Max Planck Institute for Meteorology, one of the world's leading climate research centers. 'some of the computer ""scenarios"" used by the UN IPCC to predict the future impacts of global warming. ""Some emissions scenarios are perhaps already demonstrably WRONG,"" It is possible that all of them are wrong. Environmentalists have attacked adaptation and preparedness in the belief that taking steps to prepare for global warming - for instance, by building higher seawalls and levees or identifying new water supplies for regions likely to be affected by drought - would undermine their arguments for carbon reductions.""",https://www.regulations.gov/document?D=FWS-HQ-ES-2015-0165-0247,"the <span style=""background-color: #9999ff"">dog</span> <span style=""background-color: #9999ff"">brown</span> <span style=""background-color: yellow"">quick</span> <span style=""background-color: yellow"">lazy</span> <span style=""background-color: #9999ff"">jumped</span> <span style=""background-color: yellow"">fox</span> <span style=""background-color: #9999ff"">jumped</span> over the <span style=""background-color: yellow"">lazy</span> <span style=""background-color: #9999ff"">dog</span><i></i>"
90,10,"WIND-POWER TURBINES ARE BAD FOR FARMERS...by threatening.... populations of insectivorous bats in North America. Bats are voracious predators of nocturnal insects, including many ....crop and forest pests. .... There are no continental-scale monitoring programs for assessing wildlife fatalities at wind turbines, so the number of bats killed across the entire United States is difficult to assess. By 2020 an estimated 33,000 to 111,000 bats will be KILLED ANNUALLY by wind turbines in the Mid-Atlantic Highlands alone . Mortality from factors is substantial and will likely have long-term cumulative impacts on both aquatic and terrestrial ecosystems. the economic consequences of losing so many bats could be substantial.
Loss of bats .... could lead to... agricultural losses ...estimated at more than the value of bats may be as low as... $3.7 billion/year and as high as $53 billion/year....... These estimates include the... reduced costs of pesticide applications that are not needed to suppress the insects consumed by bats . Save More Money by helping with impacts of pesticides on ecosystems,... which can be substantial ,... or other secondary effects of predation, such as ,,,reducing the potential for evolved resistance of insects to pesticides ,,,and genetically modified crops,,,,,. , bats can exert top down suppression of forest insects. For example, a single colony of 150 big brown bats (Eptesicus fuscus) in Indiana has been estimated to eat nearly 1.3 million pest insects each year, possibly contributing to the disruption of population cycles of agricultural pests . Other estimates suggest that a single little brown bat can consume 4 to 8 g of insects each night during the active season. published estimates of the value of pest suppression services provided by bats ranges from about $12 to $173/acre (with a most likely scenario of $74/acre) in a cotton-dominated agricultural landscape in south-central Texas. The value of bats to the agriculture industry is estimated nearly $23 billion per year, but may range from $3.7 billion to $53 billion a year. Brazilian free-tailed bats (Tadarida brasiliensis) form enormous summer breeding colonies, mostly in caves and under bridges, in south-central Texas and northern Mexico. Their prey includes several species of adult insects whose larvae are known to be important agricultural pests, including the corn earworm or cotton bollworm (Helicoverpa zea). We estimate the bats' value as pest control for cotton production in an eight-county region in south-central Texas. Our calculations show an annual value of $741 000 per year, with a range of $121 000-$1 725 000, compared to a $4.6-$6.4 million per year annual cotton harvest. Bats feed on some of the most damaging crop pests - including the moths of cutworms and armyworms - which helps to protect food crops naturally. Farmers appreciate the pest control provided by bats and many look forward to having bats return to their farms each year,
Urgent efforts are needed to educate the public and policy-makers about the ecological and economic importance of insectivorous bats and to provide practical conservation solutions. North America are under severe pressure from major new threat. bats of several migratory tree-dwelling species are being killed in unprecedented numbers at wind turbines across the continent . Why these species are particularly susceptible to wind turbines remains a mystery, and several types of attraction have been hypothesized . 
Wind is Not clean If it removes important Bat that helps the environment with lower use of pesticides, and cost to farmers are too great for use windmills that generating occur less than 30% of the time. There is NO market for electricity that cannot be delivered on demand. The ""demand"" that exists is nothing more than legislated policy artifice - in the absence of mandated fines, penalties and/or endless subsidies the wind industry would have never got going at all. Endless streams of massive subsidies for a meaningless power source fits the ""unsustainable"" . taking billions from farmers to produce to give to wind farms is a waste money and totally nonsense.",https://www.regulations.gov/document?D=FWS-HQ-ES-2015-0165-0174,"<span style=""background-color: #9999ff"">brown</span> <span style=""background-color: yellow"">lazy</span> <span style=""background-color: #9999ff"">dog</span> <span style=""background-color: #9999ff"">brown</span> <span style=""background-color: yellow"">lazy</span> <span style=""background-color: #9999ff"">dog</span> <span style=""background-color: #9999ff"">brown</span> <span style=""background-color: #9999ff"">brown</span> <span style=""background-color: #9999ff"">brown</span> <span style=""background-color: yellow"">fox</span><i></i>"
91,1,"WIND-POWER TURBINES ARE BAD FOR FARMERS...by threatening.... populations of insectivorous bats in North America. Bats are voracious predators of nocturnal insects, including many ....crop and forest pests. .... There are no continental-scale monitoring programs for assessing wildlife fatalities at wind turbines, so the number of bats killed across the entire United States is difficult to assess. By 2020 an estimated 33,000 to 111,000 bats will be KILLED ANNUALLY by wind turbines in the Mid-Atlantic Highlands alone . Mortality from factors is substantial and will likely have long-term cumulative impacts on both aquatic and terrestrial ecosystems. the economic consequences of losing so many bats could be substantial.
Loss of bats .... could lead to... agricultural losses ...estimated at more than the value of bats may be as low as... $3.7 billion/year and as high as $53 billion/year....... These estimates include the... reduced costs of pesticide applications that are not needed to suppress the insects consumed by bats . Save More Money by helping with impacts of pesticides on ecosystems,... which can be substantial ,... or other secondary effects of predation, such as ,,,reducing the potential for evolved resistance of insects to pesticides ,,,and genetically modified crops,,,,,. , bats can exert top down suppression of forest insects. For example, a single colony of 150 big brown bats (Eptesicus fuscus) in Indiana has been estimated to eat nearly 1.3 million pest insects each year, possibly contributing to the disruption of population cycles of agricultural pests . Other estimates suggest that a single little brown bat can consume 4 to 8 g of insects each night during the active season. published estimates of the value of pest suppression services provided by bats ranges from about $12 to $173/acre (with a most likely scenario of $74/acre) in a cotton-dominated agricultural landscape in south-central Texas. The value of bats to the agriculture industry is estimated nearly $23 billion per year, but may range from $3.7 billion to $53 billion a year. Brazilian free-tailed bats (Tadarida brasiliensis) form enormous summer breeding colonies, mostly in caves and under bridges, in south-central Texas and northern Mexico. Their prey includes several species of adult insects whose larvae are known to be important agricultural pests, including the corn earworm or cotton bollworm (Helicoverpa zea). We estimate the bats' value as pest control for cotton production in an eight-county region in south-central Texas. Our calculations show an annual value of $741 000 per year, with a range of $121 000-$1 725 000, compared to a $4.6-$6.4 million per year annual cotton harvest. Bats feed on some of the most damaging crop pests - including the moths of cutworms and armyworms - which helps to protect food crops naturally. Farmers appreciate the pest control provided by bats and many look forward to having bats return to their farms each year,
Urgent efforts are needed to educate the public and policy-makers about the ecological and economic importance of insectivorous bats and to provide practical conservation solutions. North America are under severe pressure from major new threat. bats of several migratory tree-dwelling species are being killed in unprecedented numbers at wind turbines across the continent . Why these species are particularly susceptible to wind turbines remains a mystery, and several types of attraction have been hypothesized . 
Wind is Not clean If it removes important Bat that helps the environment with lower use of pesticides, and cost to farmers are too great for use windmills that generating occur less than 30% of the time. There is NO market for electricity that cannot be delivered on demand. The ""demand"" that exists is nothing more than legislated policy artifice - in the absence of mandated fines, penalties and/or endless subsidies the wind industry would have never got going at all. Endless streams of massive subsidies for a meaningless power source fits the ""unsustainable"" . taking billions from farmers to produce to give to wind farms is a waste money and totally nonsense.",https://www.regulations.gov/document?D=FWS-HQ-ES-2015-0165-0267,"the <span style=""background-color: #9999ff"">dog</span> <span style=""background-color: #9999ff"">jump</span> <span style=""background-color: #9999ff"">dog</span> <span style=""background-color: yellow"">lazy</span> <span style=""background-color: #9999ff"">jumped</span> <span style=""background-color: #9999ff"">jumped</span> <span style=""background-color: #9999ff"">jumped</span> <span style=""background-color: yellow"">fox</span><i></i>"
